duration,views,likes,comments,engagement_level,engagement_label
191,288252,15877,5109,Medium,2
194,732328,31303,7707,Medium,2
392,441257,21570,2005,Medium,2
433,567144,25496,1936,Medium,2
288,725718,69958,8835,High,0
241,605118,47881,6427,High,0
198,421228,12100,5981,Low,1
291,607090,27062,4127,Medium,2
140,181831,10720,1571,Medium,2
175,833372,54309,1171,Medium,2
163,212684,11088,2678,Medium,2
205,300867,24945,2719,High,0
491,849835,67208,15701,High,0
561,832594,46179,10985,Medium,2
587,56790,4934,486,High,0
508,733042,56882,4404,High,0
375,99080,7933,1803,High,0
107,416950,40058,545,High,0
129,518026,17603,3735,Medium,2
317,515817,17583,9762,Medium,2
462,921694,82957,12375,High,0
234,307510,24447,3420,High,0
201,161180,15052,784,High,0
427,874175,13708,14715,Low,1
576,583092,38774,2845,Medium,2
175,766541,17643,4382,Low,1
386,456182,25250,2119,Medium,2
177,379618,9117,1520,Low,1
457,794914,17112,15193,Low,1
354,441090,4893,5486,Low,1
498,467886,31218,6138,Medium,2
8,729522,30867,13957,Medium,2
97,876141,17055,4714,Low,1
10,571086,22303,635,Medium,2
292,263354,6637,3260,Low,1
150,901798,85447,9603,High,0
428,475297,18441,4788,Medium,2
461,131558,5269,286,Medium,2
206,976117,83543,9404,High,0
216,215292,14704,1391,Medium,2
10,242382,17915,1506,High,0
380,834333,56100,4359,Medium,2
451,900544,85693,6590,High,0
110,882617,25269,6804,Low,1
405,203029,20102,1394,High,0
100,31666,2684,620,High,0
392,950125,59865,17788,Medium,2
456,241400,16804,2876,Medium,2
420,23898,1634,469,Medium,2
508,406881,6207,8069,Low,1
458,23127,685,179,Low,1
295,500352,48300,4732,High,0
538,490947,28520,9437,Medium,2
197,792163,34896,9952,Medium,2
154,745325,58570,3760,High,0
519,239728,13714,3379,Medium,2
397,581266,6501,2853,Low,1
320,569594,43438,4242,High,0
80,627861,47654,3342,High,0
274,976186,24271,5519,Low,1
229,58434,5615,63,High,0
534,334567,10087,5933,Medium,2
117,578007,29592,3828,Medium,2
255,627924,12763,1658,Low,1
237,420191,27016,1114,Medium,2
87,679974,29776,7863,Medium,2
129,523704,21883,10403,Medium,2
179,153752,12980,577,High,0
73,259301,2816,750,Low,1
51,741287,60648,6914,High,0
260,921892,56632,10789,Medium,2
34,531122,52447,3501,High,0
285,738460,46559,4983,Medium,2
241,825540,12369,7483,Low,1
252,311593,4536,2171,Low,1
372,138986,12436,2556,High,0
499,436470,37409,784,High,0
29,139023,5718,758,Medium,2
590,911010,59783,14906,Medium,2
494,132772,7178,2236,Medium,2
498,56714,5503,176,High,0
318,203574,19440,3969,High,0
379,790224,77873,11200,High,0
29,126845,11159,783,High,0
338,189199,17379,1828,High,0
359,773231,22852,5138,Low,1
120,806905,68417,3106,High,0
52,754096,55650,4926,High,0
103,521535,50406,6269,High,0
463,456121,28012,7614,Medium,2
527,374657,6618,2962,Low,1
409,997987,63637,7594,Medium,2
218,538895,38688,5330,High,0
507,325175,9699,4307,Low,1
452,599887,27276,9166,Medium,2
580,727102,46436,5241,Medium,2
262,728329,31805,8842,Medium,2
125,900894,39409,7565,Medium,2
58,883981,19427,12916,Low,1
335,359063,33991,1482,High,0
245,825955,64048,4857,High,0
534,103712,1048,943,Low,1
487,86220,6803,1543,High,0
191,903941,69225,10750,High,0
266,877450,9542,16972,Low,1
368,590988,25568,1750,Medium,2
495,566236,36582,5517,Medium,2
435,531208,26957,4760,Medium,2
243,795044,63618,9861,High,0
308,167897,8107,2758,Medium,2
302,313778,7482,5330,Low,1
80,740611,72489,10171,High,0
337,387435,12314,5109,Medium,2
478,695236,51859,13231,High,0
287,585333,13394,4852,Low,1
595,769808,30492,12950,Medium,2
76,345664,17208,6397,Medium,2
267,178627,4876,1846,Low,1
579,345732,17458,5135,Medium,2
16,513896,12407,4195,Low,1
145,183605,11073,737,Medium,2
559,271955,18964,3302,Medium,2
21,714722,11163,3382,Low,1
67,86109,7612,834,High,0
257,739245,19710,12999,Low,1
469,533985,16170,1406,Medium,2
380,60167,4182,94,Medium,2
524,742980,38774,9304,Medium,2
94,572410,31451,4172,Medium,2
179,514059,11069,4596,Low,1
80,213096,17583,1855,High,0
404,899205,58929,2379,Medium,2
75,499579,11082,533,Low,1
184,412098,17992,7446,Medium,2
128,576170,47785,2960,High,0
385,465460,28463,4233,Medium,2
297,710473,14052,13830,Low,1
199,897248,39075,14991,Medium,2
232,501625,15972,1530,Medium,2
435,904562,51172,9644,Medium,2
440,858568,73753,12768,High,0
465,297586,14660,4246,Medium,2
25,85845,4206,1326,Medium,2
68,938581,85862,9096,High,0
169,234748,14520,1019,Medium,2
31,319640,19484,3142,Medium,2
315,114936,3858,1529,Medium,2
289,107098,6928,1345,Medium,2
285,50121,3099,117,Medium,2
168,462373,21138,1032,Medium,2
228,520510,51615,10066,High,0
150,130772,11687,507,High,0
34,380803,29498,2511,High,0
49,853368,49803,13299,Medium,2
475,944679,48731,8297,Medium,2
38,744975,19846,3313,Low,1
431,424118,15911,4189,Medium,2
225,733221,58405,8659,High,0
538,601405,30573,5775,Medium,2
371,480069,42920,8862,High,0
554,765809,17852,4908,Low,1
586,711282,39654,9648,Medium,2
120,444919,30355,1394,Medium,2
243,364933,20624,3084,Medium,2
339,80391,7237,1212,High,0
445,876982,86874,4623,High,0
152,691052,14114,8434,Low,1
13,580394,12592,2272,Low,1
292,943873,20509,2785,Low,1
392,628656,44826,6878,High,0
54,312382,13601,4318,Medium,2
521,586786,44594,1850,High,0
591,221263,10287,4079,Medium,2
282,675334,44899,3572,Medium,2
304,843760,66899,2767,High,0
593,849202,50391,4119,Medium,2
139,125713,7361,530,Medium,2
584,102171,1833,278,Low,1
151,505196,23729,8163,Medium,2
494,110672,6542,1152,Medium,2
482,772154,39826,6472,Medium,2
163,139097,12667,2651,High,0
388,789639,72321,6355,High,0
167,86488,7262,360,High,0
445,620107,27146,3848,Medium,2
193,642406,47895,3559,High,0
419,814149,37105,8529,Medium,2
343,74358,2300,486,Medium,2
185,836607,34184,9039,Medium,2
292,651386,10674,8934,Low,1
191,809163,32253,12759,Medium,2
142,647508,33325,9384,Medium,2
134,717904,68913,3522,High,0
198,883690,33763,2829,Medium,2
320,509900,46513,5765,High,0
148,401199,12275,1917,Medium,2
20,937312,25482,2449,Low,1
306,570609,32359,6285,Medium,2
427,148369,10463,1069,High,0
249,938738,13132,14425,Low,1
111,368166,11006,2565,Low,1
92,33650,1716,659,Medium,2
133,276886,11017,4267,Medium,2
345,938043,69542,1966,High,0
8,630481,35309,6726,Medium,2
331,417899,10210,4885,Low,1
414,261288,23647,3713,High,0
310,618273,22481,6465,Medium,2
229,603926,45778,6151,High,0
352,324258,26003,2591,High,0
325,806055,77932,4963,High,0
563,372529,20439,7069,Medium,2
185,726003,47498,5106,Medium,2
390,630267,25298,1389,Medium,2
112,90729,6445,379,High,0
535,507804,26255,8779,Medium,2
414,339074,16746,4118,Medium,2
300,307782,26774,4861,High,0
175,309554,4493,5066,Low,1
335,928512,82987,15451,High,0
497,115366,10000,1322,High,0
199,188462,10473,822,Medium,2
16,446950,24188,1705,Medium,2
199,799231,34017,9515,Medium,2
494,231341,23012,1842,High,0
186,251349,5028,2916,Low,1
320,67012,4229,701,Medium,2
34,669715,47785,8332,High,0
100,79283,7459,127,High,0
385,60382,4843,98,High,0
448,58349,3964,858,Medium,2
302,562564,11539,2626,Low,1
365,532551,23238,7131,Medium,2
378,840742,18913,9571,Low,1
558,123944,11069,2436,High,0
307,366831,28416,6189,High,0
425,755740,59082,6687,High,0
250,334223,22962,4248,Medium,2
241,603248,33561,1947,Medium,2
538,152315,3579,1270,Low,1
189,791452,31398,11827,Medium,2
472,607299,13556,7792,Low,1
367,824528,62039,8414,High,0
287,405064,9891,1763,Low,1
557,356315,26078,5793,High,0
340,998855,72220,6183,High,0
166,47352,2430,785,Medium,2
164,909266,20158,11475,Low,1
478,456495,17498,3689,Medium,2
326,924054,35861,1636,Medium,2
16,52856,3860,286,High,0
428,836767,16933,14971,Low,1
77,352790,29851,5835,High,0
592,393336,30873,4689,High,0
205,912334,24421,8995,Low,1
526,211425,15798,2811,High,0
509,370665,26008,3654,High,0
43,927268,71706,12278,High,0
64,328879,8880,2249,Low,1
582,809757,19582,13710,Low,1
325,199345,6236,2857,Medium,2
439,893417,38353,6494,Medium,2
412,499364,40663,8380,High,0
390,85433,6528,876,High,0
573,695685,64900,3004,High,0
82,273051,4171,676,Low,1
198,6502,71,92,Low,1
289,4621,336,80,High,0
531,718625,25249,11743,Medium,2
528,775273,31062,10433,Medium,2
160,901225,53363,3322,Medium,2
344,8482,163,23,Low,1
129,516343,35029,3901,Medium,2
284,897528,35239,15476,Medium,2
132,495973,33202,9558,Medium,2
318,539453,45886,3013,High,0
336,347714,8831,5382,Low,1
154,14525,1362,172,High,0
458,799643,46188,1282,Medium,2
40,171971,16004,1945,High,0
424,577645,16575,9423,Low,1
26,910522,58647,5687,Medium,2
210,716637,33216,12935,Medium,2
360,914345,72855,5018,High,0
444,343290,22153,842,Medium,2
100,824383,44934,3329,Medium,2
168,533204,49144,9012,High,0
152,471169,20703,4206,Medium,2
534,2275,67,36,Low,1
298,273585,17708,3034,Medium,2
199,850440,56267,8615,Medium,2
484,681114,33727,11123,Medium,2
127,454211,24434,4108,Medium,2
404,584084,56282,9484,High,0
456,189061,14357,550,High,0
108,218316,4356,2857,Low,1
466,345359,10047,4955,Low,1
400,292438,28600,5288,High,0
341,428153,32274,2253,High,0
146,462210,42686,5768,High,0
321,84458,3154,779,Medium,2
562,172748,13261,1429,High,0
531,364792,27089,1104,High,0
560,675187,24659,2397,Medium,2
405,558967,33299,9448,Medium,2
314,96654,6424,1473,Medium,2
499,672015,35819,5553,Medium,2
560,839826,70920,14059,High,0
113,574165,48780,1455,High,0
376,399222,34554,5138,High,0
210,40851,3362,714,High,0
47,200771,10827,3400,Medium,2
249,108850,4825,879,Medium,2
291,74280,6300,1126,High,0
359,763374,41312,6963,Medium,2
480,204850,6590,3474,Medium,2
87,818176,45540,9069,Medium,2
114,33621,765,522,Low,1
194,535952,38720,1336,High,0
255,629543,25328,7687,Medium,2
295,988244,33065,11320,Medium,2
205,420615,40415,5295,High,0
330,441274,35266,6273,High,0
515,187250,15136,3453,High,0
413,406737,26899,6478,Medium,2
512,350991,30018,1815,High,0
76,797734,62482,13315,High,0
251,371651,23744,1233,Medium,2
591,959789,92620,12306,High,0
570,659145,17957,11714,Low,1
348,90297,8569,263,High,0
58,42737,1971,732,Medium,2
532,673826,38782,10898,Medium,2
536,496564,10450,5249,Low,1
562,24376,1428,167,Medium,2
197,867478,56393,7549,Medium,2
62,965843,96384,18741,High,0
441,861746,84250,4164,High,0
115,155747,15103,1870,High,0
133,434717,17977,1122,Medium,2
330,303474,30108,1559,High,0
12,734884,37473,11392,Medium,2
33,999867,86653,6748,High,0
116,386330,11384,7622,Low,1
135,129626,7197,1363,Medium,2
192,507823,49228,5491,High,0
479,461933,43991,780,High,0
368,678481,48535,13009,High,0
208,927053,75835,3996,High,0
216,408973,10583,4592,Low,1
280,297303,22282,2532,High,0
77,1632,107,14,Medium,2
247,519618,9477,6870,Low,1
106,102766,2074,1395,Low,1
175,706265,13955,2776,Low,1
192,81651,6139,856,High,0
445,168928,3843,2706,Low,1
90,596268,31063,5618,Medium,2
480,106834,4500,443,Medium,2
56,900529,53622,6259,Medium,2
115,730102,53723,3676,High,0
47,951810,68173,3227,High,0
215,838700,47299,6855,Medium,2
204,113223,5863,1276,Medium,2
30,730648,33466,1740,Medium,2
303,942154,82506,11751,High,0
81,399705,15898,7941,Medium,2
141,87997,2934,1699,Medium,2
24,691307,53160,11582,High,0
444,628987,26655,3811,Medium,2
215,865771,74655,1234,High,0
555,280886,11097,4729,Medium,2
439,369106,27009,759,High,0
211,248851,3498,1221,Low,1
443,36609,1636,415,Medium,2
46,865949,35409,3800,Medium,2
415,835769,69787,14076,High,0
527,670874,65098,10577,High,0
431,849708,43742,13051,Medium,2
279,128733,10843,2124,High,0
452,866397,63223,4483,High,0
373,641569,62273,9526,High,0
224,586447,48674,4545,High,0
581,311394,5285,4256,Low,1
236,874899,64913,2903,High,0
332,565479,32908,8146,Medium,2
447,204296,2345,3977,Low,1
56,1003,32,1,Medium,2
380,241124,22414,670,High,0
267,840767,78481,2815,High,0
271,189737,15538,1741,High,0
363,841874,82806,5493,High,0
321,173895,14361,2839,High,0
328,35672,389,356,Low,1
567,804142,28872,8207,Medium,2
425,820584,10467,11999,Low,1
50,99093,1830,780,Low,1
273,349307,10372,2693,Low,1
385,955154,52839,14691,Medium,2
122,971637,83830,15372,High,0
570,422327,36986,537,High,0
120,496127,32475,1851,Medium,2
264,952368,89080,4808,High,0
79,621928,34209,4776,Medium,2
484,53633,4827,350,High,0
309,679524,34564,9310,Medium,2
11,910521,31822,15237,Medium,2
370,783285,72435,3642,High,0
527,180753,8118,2114,Medium,2
352,120488,6663,962,Medium,2
442,815234,32281,8649,Medium,2
219,123582,8608,1581,Medium,2
433,795163,79160,14295,High,0
502,255036,3135,1186,Low,1
544,87488,7960,232,High,0
371,649186,6721,8385,Low,1
317,594431,25430,5045,Medium,2
542,983667,24763,4028,Low,1
58,684441,53496,2207,High,0
545,822296,11968,9554,Low,1
471,757231,45292,5080,Medium,2
168,784247,28659,15646,Medium,2
338,443829,9777,3866,Low,1
551,653402,51921,3288,High,0
352,113176,3346,1465,Low,1
277,623395,18783,3516,Medium,2
418,721658,25082,7496,Medium,2
504,811472,50967,8251,Medium,2
97,893950,62013,8597,Medium,2
83,71892,832,1159,Low,1
221,421748,13398,2157,Medium,2
362,8467,413,153,Medium,2
511,898296,35822,14404,Medium,2
563,759061,67993,5563,High,0
185,943115,76292,4179,High,0
580,795105,52739,5018,Medium,2
250,539970,21827,3952,Medium,2
248,136550,9976,1581,High,0
510,851828,73195,1602,High,0
426,668960,42502,12290,Medium,2
324,328085,26444,943,High,0
91,546269,42291,3444,High,0
221,856765,52653,2635,Medium,2
494,707002,26934,4154,Medium,2
523,589673,45475,9974,High,0
282,59647,1706,756,Low,1
173,717611,57519,3817,High,0
334,662682,54611,11638,High,0
445,8033,674,130,High,0
395,345629,18167,5294,Medium,2
500,765227,20908,13089,Low,1
385,623094,11823,7958,Low,1
310,471753,36278,4966,High,0
517,924544,82990,7493,High,0
192,871122,59737,4574,Medium,2
520,368643,8469,4272,Low,1
431,321389,30255,5752,High,0
506,174782,17306,2147,High,0
264,319764,15669,5906,Medium,2
517,528932,33605,4115,Medium,2
75,841344,67265,11953,High,0
482,202782,15467,2701,High,0
182,182672,17737,2509,High,0
461,957222,19469,12688,Low,1
193,381334,23743,1987,Medium,2
295,885586,64004,3301,High,0
524,943048,84976,18478,High,0
296,217154,19255,404,High,0
287,487395,47774,4818,High,0
548,974190,54639,8842,Medium,2
381,418105,35442,3278,High,0
160,394933,19136,6262,Medium,2
512,259811,12473,3939,Medium,2
417,625222,20508,11378,Medium,2
532,134505,11250,1145,High,0
359,40102,3959,469,High,0
563,255649,8454,4589,Medium,2
191,981224,14769,19509,Low,1
35,743148,61977,14429,High,0
264,482943,31787,7069,Medium,2
425,393827,37954,1465,High,0
533,375094,12266,540,Medium,2
555,654399,10727,10914,Low,1
308,693310,37660,11770,Medium,2
43,645936,11427,9805,Low,1
493,475488,15957,3004,Medium,2
546,31886,680,419,Low,1
282,467672,14110,3277,Medium,2
207,298488,5836,2854,Low,1
70,730174,69988,6035,High,0
112,67361,2362,1236,Medium,2
272,280721,14022,1529,Medium,2
226,701993,63793,8406,High,0
534,952073,67558,7482,High,0
94,270740,17766,3681,Medium,2
259,120622,8865,1414,High,0
459,405586,34310,7525,High,0
257,731468,65093,2143,High,0
261,282968,19195,1469,Medium,2
387,292660,26368,4553,High,0
446,559963,32581,4483,Medium,2
94,474506,16586,1969,Medium,2
394,601002,53613,6348,High,0
586,93666,5501,1254,Medium,2
48,252161,23085,466,High,0
23,728568,9919,4765,Low,1
105,935012,42801,15314,Medium,2
361,127292,12131,1385,High,0
546,543747,17654,909,Medium,2
37,402014,38086,2555,High,0
233,201564,19320,2649,High,0
528,748523,66912,3583,High,0
159,957096,58124,16003,Medium,2
427,468097,31935,6485,Medium,2
250,568022,50136,5655,High,0
409,117355,9368,2158,High,0
545,567252,37840,4789,Medium,2
165,881014,86694,4815,High,0
121,37455,2685,508,High,0
275,37790,3695,449,High,0
491,431130,6538,3177,Low,1
176,687105,15464,5173,Low,1
278,740274,37481,6341,Medium,2
263,203911,9102,1331,Medium,2
139,581018,46740,8421,High,0
426,179343,4385,2398,Low,1
425,546046,53429,5119,High,0
190,517296,19841,4427,Medium,2
368,519857,25266,4125,Medium,2
382,239304,8310,1528,Medium,2
527,278041,17278,730,Medium,2
584,845331,12913,5153,Low,1
200,380545,8931,2702,Low,1
102,753802,58134,8597,High,0
26,314480,8423,4937,Low,1
454,530653,16554,4520,Medium,2
176,520435,42346,9862,High,0
387,649999,11958,10867,Low,1
138,203306,10037,4007,Medium,2
430,446810,5395,7885,Low,1
29,383998,15825,4883,Medium,2
507,969872,70711,11998,High,0
189,682458,12358,2361,Low,1
89,91526,8232,1347,High,0
571,978943,89920,12142,High,0
148,407622,7927,4333,Low,1
416,719466,71346,10196,High,0
228,512033,18831,4832,Medium,2
224,178517,3136,1955,Low,1
183,143057,1495,1225,Low,1
437,634069,29653,9276,Medium,2
269,830358,55370,14660,Medium,2
433,579985,23139,9845,Medium,2
420,925047,78910,14740,High,0
457,97475,7261,123,High,0
201,771465,32027,14137,Medium,2
558,803616,61145,5000,High,0
57,351691,33285,6285,High,0
484,528771,9718,2507,Low,1
447,92413,3470,864,Medium,2
334,820893,42439,12509,Medium,2
255,80394,4407,1058,Medium,2
127,585719,34438,5214,Medium,2
391,95157,3526,1322,Medium,2
343,151701,10627,1733,High,0
352,714034,48595,4454,Medium,2
33,744087,46136,9881,Medium,2
39,383929,7770,1873,Low,1
522,97017,5134,1376,Medium,2
400,494232,20787,523,Medium,2
298,293176,15888,3350,Medium,2
593,515403,47915,4442,High,0
353,264152,14065,1785,Medium,2
151,506805,5705,5472,Low,1
71,423674,20969,5618,Medium,2
524,554800,46524,10730,High,0
126,914851,73376,15395,High,0
344,870242,48912,12728,Medium,2
179,254028,8250,2565,Medium,2
455,212204,11004,1793,Medium,2
561,3028,183,4,Medium,2
140,851690,85159,6662,High,0
20,161804,10998,2769,Medium,2
337,32409,2349,268,High,0
199,795812,43157,7775,Medium,2
500,40549,1699,249,Medium,2
13,813489,67654,5050,High,0
338,692355,37763,1506,Medium,2
337,332743,33115,4213,High,0
331,617445,31576,5873,Medium,2
19,753611,12148,9430,Low,1
230,372309,26594,4240,High,0
429,505174,7172,8172,Low,1
412,677155,22038,10339,Medium,2
117,599281,25071,9383,Medium,2
432,456439,34942,4786,High,0
5,811708,44222,6269,Medium,2
270,673869,8476,12625,Low,1
495,779924,51097,1584,Medium,2
212,843499,39669,3289,Medium,2
373,525375,48841,4713,High,0
310,972066,53425,12311,Medium,2
16,198673,14663,229,High,0
349,236792,7032,3473,Low,1
469,883386,69334,10261,High,0
498,26115,1955,266,High,0
372,488043,44591,4415,High,0
424,374594,4886,4071,Low,1
175,852936,42881,3474,Medium,2
138,116851,8310,358,High,0
431,915339,16993,5952,Low,1
29,705741,33137,10219,Medium,2
534,954750,90503,11626,High,0
194,48331,2379,489,Medium,2
145,684492,67550,8117,High,0
559,290549,4391,3377,Low,1
319,54406,4058,371,High,0
448,219348,13663,625,Medium,2
323,121239,6674,2187,Medium,2
445,542706,52846,6728,High,0
96,144418,3129,2058,Low,1
183,951448,86239,9339,High,0
60,163774,11826,2517,High,0
159,283828,9454,3435,Medium,2
115,771787,70348,1560,High,0
141,539557,26242,9664,Medium,2
236,26068,2170,177,High,0
472,923989,41575,3344,Medium,2
485,204930,17743,547,High,0
72,909216,61187,13354,Medium,2
253,639779,14519,9197,Low,1
327,287688,19697,4114,Medium,2
522,234956,6395,4323,Low,1
436,516428,24309,3940,Medium,2
491,368325,9328,4295,Low,1
433,62597,750,799,Low,1
273,529750,15399,10388,Low,1
541,885786,51617,6142,Medium,2
152,663710,35402,12723,Medium,2
122,592742,32680,2267,Medium,2
371,36468,1177,565,Medium,2
70,44209,3168,575,High,0
374,998193,73251,16491,High,0
179,188817,7971,291,Medium,2
592,974601,87037,2421,High,0
499,27526,1870,63,Medium,2
118,904164,67065,11090,High,0
115,637025,22270,7934,Medium,2
443,563411,5665,10263,Low,1
151,384512,33792,3800,High,0
39,452583,38025,1037,High,0
313,156064,3290,777,Low,1
542,976836,42657,1126,Medium,2
18,513268,35682,8087,Medium,2
378,895743,61528,14776,Medium,2
561,619285,54145,12361,High,0
432,976829,22099,8627,Low,1
237,671467,32696,917,Medium,2
567,604165,11328,3298,Low,1
444,44958,2025,547,Medium,2
506,962677,10935,18557,Low,1
279,220610,20041,654,High,0
80,352286,20233,1166,Medium,2
443,869630,75207,12464,High,0
293,544627,8382,7448,Low,1
544,456285,13903,2628,Medium,2
257,930669,31032,15309,Medium,2
130,897483,40209,3093,Medium,2
181,41391,3404,769,High,0
41,38905,1742,187,Medium,2
414,98931,2811,251,Low,1
131,149615,2371,1114,Low,1
487,9390,161,42,Low,1
172,393527,30854,4333,High,0
596,345878,17305,4859,Medium,2
298,805604,60707,8319,High,0
347,829822,59254,11245,High,0
314,85286,1891,676,Low,1
532,801647,18325,1226,Low,1
544,529537,41293,10329,High,0
423,828524,62068,13727,High,0
448,279960,12324,670,Medium,2
562,884256,15004,8430,Low,1
240,538009,5965,7029,Low,1
443,400136,14378,1849,Medium,2
218,785188,8503,9407,Low,1
89,899597,27623,10020,Medium,2
89,960404,45864,4760,Medium,2
493,972647,20354,3582,Low,1
69,816931,15836,12597,Low,1
68,119474,10833,851,High,0
347,931606,58404,5251,Medium,2
356,305342,28732,4586,High,0
162,832043,34217,12468,Medium,2
593,315487,22381,1972,High,0
495,377375,10725,6633,Low,1
467,524090,34406,7377,Medium,2
229,815282,17661,6171,Low,1
317,222782,2269,2032,Low,1
470,934914,87730,13843,High,0
92,841930,50465,4226,Medium,2
307,738002,68947,7310,High,0
439,992811,39756,13321,Medium,2
139,773185,30541,8698,Medium,2
54,306589,14121,3850,Medium,2
436,617818,45436,7029,High,0
344,115021,7007,550,Medium,2
351,616117,57472,5418,High,0
351,576231,7081,6400,Low,1
249,665682,49085,10531,High,0
113,949113,37707,12741,Medium,2
537,131558,3449,1197,Low,1
94,850866,47593,16603,Medium,2
300,329414,18267,1004,Medium,2
116,40978,915,201,Low,1
593,200841,5657,1503,Low,1
181,169521,7922,905,Medium,2
347,755731,35362,9736,Medium,2
105,939556,36248,1645,Medium,2
405,515288,12041,2252,Low,1
32,614740,6389,4041,Low,1
541,414845,40373,5801,High,0
62,988907,93862,17445,High,0
502,434837,23276,7031,Medium,2
301,542771,54035,2420,High,0
138,660361,46640,7754,High,0
335,829421,13434,1302,Low,1
253,539021,11100,3719,Low,1
554,586632,54234,9570,High,0
79,915709,61082,8860,Medium,2
172,936767,80455,3605,High,0
507,190191,17277,1774,High,0
359,928311,46707,4421,Medium,2
229,743572,10683,6298,Low,1
535,345841,9318,3551,Low,1
150,700561,11203,5353,Low,1
245,700166,18895,13164,Low,1
348,732544,34391,8562,Medium,2
39,15215,314,258,Low,1
5,75479,1887,1166,Low,1
157,233653,11711,3168,Medium,2
433,564367,22921,5892,Medium,2
512,696101,36259,724,Medium,2
130,593765,28872,7514,Medium,2
495,777246,52855,6033,Medium,2
486,530804,50079,1718,High,0
349,928237,18293,8769,Low,1
225,391029,7403,5855,Low,1
29,656054,56914,12643,High,0
532,407709,22658,3305,Medium,2
186,428696,33856,4849,High,0
503,700516,20586,12030,Low,1
46,392608,33213,2884,High,0
485,884039,82344,3273,High,0
443,642631,43180,4084,Medium,2
406,922465,18014,16681,Low,1
550,627458,56832,2527,High,0
349,560514,45583,4066,High,0
49,604770,46917,5943,High,0
25,222885,2965,3810,Low,1
74,951286,77916,17899,High,0
52,542616,12163,4932,Low,1
495,493615,14815,9234,Medium,2
555,548397,33968,2230,Medium,2
291,786626,26625,3130,Medium,2
14,500304,34781,9523,Medium,2
546,80736,5225,862,Medium,2
278,183393,3618,831,Low,1
385,98553,6804,1012,Medium,2
333,410746,38263,6523,High,0
483,953175,23352,15928,Low,1
19,54586,3479,950,Medium,2
520,877042,35755,10368,Medium,2
195,489981,25167,8560,Medium,2
172,717754,25717,7673,Medium,2
525,260343,10901,3263,Medium,2
141,545248,6871,8405,Low,1
158,335056,32949,3043,High,0
392,328331,21746,787,Medium,2
213,244956,13488,1874,Medium,2
276,401802,17894,5165,Medium,2
147,738523,43235,3437,Medium,2
73,49707,2197,189,Medium,2
251,403061,17086,2647,Medium,2
265,368908,19092,593,Medium,2
83,209705,7305,3171,Medium,2
529,542718,14221,3210,Low,1
334,907335,54525,3049,Medium,2
193,695538,59711,9934,High,0
99,710792,16884,12094,Low,1
12,497437,6439,685,Low,1
71,972136,31315,5286,Medium,2
500,776522,76234,14722,High,0
195,221537,18739,1843,High,0
370,305580,19443,5755,Medium,2
525,532458,49855,3306,High,0
121,525708,26324,2703,Medium,2
271,875575,86239,4437,High,0
489,301165,11042,788,Medium,2
513,6689,211,120,Medium,2
302,982013,66211,19264,Medium,2
168,879527,38728,16830,Medium,2
380,539977,35839,9281,Medium,2
272,36475,1365,623,Medium,2
553,43185,2833,585,Medium,2
78,585228,20375,9772,Medium,2
512,698660,10191,3464,Low,1
77,623092,57381,5215,High,0
312,944336,84507,12442,High,0
203,883579,86035,15569,High,0
134,940030,70020,12736,High,0
576,31082,2220,526,High,0
491,846252,51037,8466,Medium,2
155,934350,19934,13668,Low,1
210,290758,7859,5704,Low,1
183,196061,7068,767,Medium,2
201,397167,35790,7391,High,0
93,937400,23966,10241,Low,1
438,600422,55874,7938,High,0
187,980402,55932,17333,Medium,2
213,360632,26831,3167,High,0
497,456301,9090,4086,Low,1
134,952196,32577,10489,Medium,2
17,44945,4326,61,High,0
110,933534,31696,9742,Medium,2
379,254359,9331,1661,Medium,2
586,897385,24932,16719,Low,1
103,108517,2345,289,Low,1
598,113536,3518,1104,Medium,2
591,238298,16158,4528,Medium,2
196,283403,14448,5135,Medium,2
329,488388,29224,6996,Medium,2
471,89888,1888,1096,Low,1
371,548391,45072,3473,High,0
322,630110,50767,5023,High,0
148,821671,9813,2228,Low,1
388,236544,10530,3769,Medium,2
220,838984,13582,6001,Low,1
365,22305,1813,305,High,0
328,751519,57381,5857,High,0
19,581343,53006,5710,High,0
221,765623,23945,8839,Medium,2
496,269708,13773,4378,Medium,2
551,738106,19636,3699,Low,1
187,203829,8848,1748,Medium,2
274,272084,15509,944,Medium,2
471,495932,7339,1209,Low,1
523,303012,22525,3784,High,0
546,927065,54600,4257,Medium,2
471,807459,68316,1724,High,0
309,885154,30502,15972,Medium,2
148,15429,1408,172,High,0
115,15891,1587,56,High,0
236,314871,29200,634,High,0
588,391129,31294,1281,High,0
596,669832,55671,6668,High,0
504,486206,29968,6661,Medium,2
599,703929,19086,9280,Low,1
558,371798,26372,1392,High,0
277,130536,9678,1701,High,0
177,87173,8602,757,High,0
11,249994,14678,2457,Medium,2
159,296614,10210,4813,Medium,2
526,51508,3684,376,High,0
550,353185,34662,1339,High,0
552,417019,10821,7337,Low,1
522,146406,5759,736,Medium,2
219,138704,8151,913,Medium,2
138,297660,7536,4293,Low,1
289,72539,870,1014,Low,1
130,542630,21883,8794,Medium,2
443,705714,62020,3171,High,0
156,865856,12045,6661,Low,1
335,821781,39941,2787,Medium,2
542,886656,69689,10001,High,0
387,881581,84443,5782,High,0
119,239747,23661,3377,High,0
486,871610,41817,877,Medium,2
288,294538,28138,628,High,0
