duration,views,likes,comments
472,748478,17545,14805
397,493670,12607,6317
500,601088,8212,6964
327,350525,27594,2588
306,678897,41944,9823
555,611895,31697,3464
77,623092,57381,5215
231,796003,28661,1439
42,161566,9970,3178
183,609625,33370,7826
498,844747,21210,13193
37,774858,42363,8776
578,645423,12831,12136
104,804506,9678,2171
561,186022,8713,1949
121,932380,87118,14314
322,964713,57096,16718
598,206168,4192,3346
599,879871,86154,6061
283,402621,7345,3176
567,249320,9198,3567
396,496686,43484,9793
105,793022,34433,4038
498,19689,1651,80
102,785439,13743,15203
550,507126,7320,5205
489,31024,2142,307
116,87467,4743,390
481,194168,14735,2249
196,914112,39204,11327
167,296608,6947,3287
388,33187,2650,271
219,817226,60824,14966
201,30944,2604,336
385,41816,3889,118
197,645019,34436,7849
175,647934,50212,10555
77,129845,2245,2436
567,981641,76179,7438
579,296967,12681,398
62,694129,43498,11526
214,585996,48674,3689
114,457586,8599,3214
575,579188,47087,5408
428,576553,43343,8048
552,594306,34152,2388
595,374419,35327,5682
184,356523,27246,5239
113,582670,29256,6714
196,18325,1321,93
182,62140,5443,268
478,963501,23775,2479
165,119377,8133,156
175,852936,42881,3474
16,885797,57949,16222
569,9245,896,128
492,675616,58427,12189
226,979890,48634,4954
418,553460,54365,8770
516,971220,22737,17264
298,293176,15888,3350
257,481975,7121,628
451,273499,22196,3022
566,425405,10922,7438
26,889702,14989,3578
478,201325,6579,881
275,884850,24553,15989
385,204563,14830,2135
354,441090,4893,5486
20,963563,68478,8501
353,635943,57645,11318
47,184781,2660,592
20,381236,23750,3569
101,430394,42312,4154
357,928006,86344,6768
510,274049,23867,1375
274,166152,14465,2280
86,829592,67274,8195
251,542401,14555,5270
420,103691,8523,929
260,12052,622,238
400,697368,16163,9842
592,773460,64433,10217
593,950797,76199,12221
141,732148,53303,2263
24,508352,7208,6351
18,398596,18636,6342
14,356070,35230,1775
224,147149,8767,2020
333,685896,50954,12187
453,355993,22986,3748
105,77223,4139,832
438,559936,42464,9729
121,334805,19977,5508
152,729772,28542,3823
443,280931,22111,1221
221,463428,15001,2461
590,949561,59694,4955
577,715179,15044,2450
257,999061,63942,7259
167,947819,14273,11923
58,500110,24952,4533
542,588926,24931,996
312,236676,21476,2260
366,338090,23508,3670
369,68482,6351,512
463,351033,15762,2367
174,626854,9522,11356
233,689016,50161,3249
293,459510,26174,2780
457,869910,50445,7127
270,27471,1227,275
29,320438,25178,4892
459,775917,56731,11247
431,557443,12876,3642
524,823350,32790,12510
139,892235,16356,17481
425,393827,37954,1465
577,710695,67892,7184
376,922546,75722,7468
399,748062,44629,8868
147,27150,1970,205
112,760251,22043,6418
368,888850,53020,2660
214,148488,4166,803
264,48603,860,797
470,737441,49408,12263
252,693749,13069,842
133,980687,74153,6745
57,433732,17205,1925
159,955040,43732,17294
463,962015,15759,4554
209,493566,28595,3020
112,652683,35833,6017
327,469234,32501,3952
40,107101,4621,530
24,372246,13675,1866
166,451053,5763,4943
437,301386,22651,636
407,139841,11004,1083
308,632651,10087,7546
107,135283,6265,644
65,64871,696,127
471,807459,68316,1724
249,108850,4825,879
229,58434,5615,63
439,992811,39756,13321
501,573504,43104,1169
270,673869,8476,12625
409,957758,58317,6567
576,33398,3326,488
435,350486,33903,750
75,173541,14404,857
424,66241,4093,528
337,108721,3509,1219
386,869540,33066,12570
255,66146,3335,691
97,481637,6637,7761
173,568276,12008,2885
19,558967,46579,2440
334,820893,42439,12509
563,467553,31532,6208
421,751827,19669,5289
570,152250,2456,1460
408,413491,21162,8053
512,404371,22640,6635
529,312544,14010,4108
550,52242,1251,308
77,66430,4753,1283
481,881879,68481,16011
317,222782,2269,2032
421,914489,48408,4813
554,965263,41345,5218
147,284699,12389,4830
275,37790,3695,449
374,83821,3085,1126
53,611538,41215,8129
574,56780,2778,363
204,822746,15553,3860
214,613278,55840,1637
159,251231,13254,1197
202,612966,52948,11237
497,539638,47262,2123
11,869161,17086,7621
431,424118,15911,4189
12,734884,37473,11392
18,513268,35682,8087
272,810736,40068,5281
524,644356,20501,8890
397,113635,3692,1965
51,539403,46066,2776
575,768014,17895,2884
300,422518,23872,5516
261,565538,31011,9212
114,452500,19656,6169
363,599249,45633,5380
437,572669,44345,3252
292,1758,150,10
25,970617,58806,9815
556,825639,70361,16117
46,958972,27584,16204
570,771929,11414,4838
163,220521,18431,3164
15,871752,32725,5228
348,646584,21863,9580
425,406985,37661,2310
118,757596,68898,11971
300,399033,31604,4208
254,519997,21641,1891
102,547208,11398,7410
431,313242,11622,4157
263,203911,9102,1331
159,281867,22356,4492
277,604679,46920,7427
489,255660,12938,2910
443,400136,14378,1849
8,101231,8083,1408
352,226912,12399,4309
392,670137,28531,8201
451,465805,37493,2912
586,93666,5501,1254
205,808257,60338,8440
378,77188,2293,127
389,738597,39396,1099
24,568522,5773,3667
409,858999,18783,6068
490,754307,65715,14067
516,33468,2411,191
329,383376,36154,4838
341,591980,26883,4590
549,936284,24964,2923
480,225843,4256,3102
127,84700,5030,283
283,410009,28201,6150
285,794786,57197,12784
338,126625,4104,1331
390,226945,5356,3073
448,76011,1497,415
403,173022,9192,2457
263,25035,2386,234
170,458345,42461,2903
550,466827,38339,4611
534,17284,460,61
578,132530,2746,2529
42,679748,8677,3475
313,156064,3290,777
38,105574,6365,357
141,537588,50235,5884
150,228093,10081,808
429,123399,11826,934
226,618619,44584,8914
515,901595,11680,17286
570,349522,4033,2331
248,104505,8767,397
471,217391,6865,3914
16,747517,61875,10343
179,188817,7971,291
477,977616,66174,14137
150,213265,20862,4158
60,554493,51722,9013
592,498117,6903,3795
26,314480,8423,4937
199,897248,39075,14991
465,914383,87714,13135
437,206923,15805,2803
143,740006,45501,1544
123,265821,10058,2443
315,785528,16496,12839
394,616208,34118,2142
512,625307,32793,4045
73,49707,2197,189
209,546952,48492,3419
447,204296,2345,3977
570,52086,874,815
195,470997,19341,9099
207,720035,41259,9954
409,997987,63637,7594
273,275636,3329,3258
529,337040,17664,5530
345,153123,5146,2465
96,102520,9050,1015
102,416562,26646,5682
243,526861,10648,7406
240,415605,22803,8268
585,544993,21123,4070
230,813252,19467,14706
67,253401,8123,1462
48,912563,15404,3349
65,176782,7419,2627
354,276700,23365,5014
149,664677,18329,11448
453,290475,24088,1732
376,894470,53946,13486
489,577669,15693,4796
417,225748,9812,2427
322,395235,36518,7393
439,981869,63642,15824
390,33817,2213,59
144,550098,27499,7001
286,489776,35146,3101
322,599957,59846,7982
26,15405,728,86
584,349160,13759,6914
153,86775,1204,1576
405,876138,38344,8702
319,277454,13786,998
175,450430,35677,4790
44,507538,39741,593
430,402954,26199,6478
392,328331,21746,787
304,641874,16546,1269
136,544711,44657,3642
447,319575,4912,3090
232,582538,25282,2498
218,599323,58508,4227
508,703808,8014,5208
157,387784,34828,3077
163,618718,6813,4144
513,490946,30714,5064
171,117386,5418,229
403,898312,65635,11062
415,365821,31213,3258
541,414845,40373,5801
59,471908,38303,5806
215,701446,11995,2929
239,598197,17705,9396
495,777246,52855,6033
158,490633,48938,1732
241,331027,27026,756
559,290549,4391,3377
111,281197,15619,4810
586,455006,36870,8375
445,8033,674,130
592,754383,70328,2795
197,218123,8079,788
286,845553,16642,15295
269,723101,16197,6040
250,490022,22297,3707
204,113204,8702,876
34,14507,727,225
174,21897,860,428
149,218226,18191,3710
370,477132,4995,7880
99,435313,8070,1254
467,133507,6847,1398
224,897471,69373,2631
328,204673,15095,3015
395,703013,41503,12249
471,27790,2587,517
26,798097,78901,10306
37,402014,38086,2555
220,376856,24130,3765
53,151033,4991,2576
510,496674,35760,6340
248,980895,96710,13485
521,600410,44260,11642
429,335781,15594,2845
247,921957,63730,13922
550,28490,572,512
307,534053,39656,3621
159,416041,18718,7438
451,192486,5920,1630
240,858371,22682,7469
260,128022,2713,1424
32,686863,23279,12181
259,269172,6491,1961
498,973838,43469,8156
112,982624,69034,12510
214,434517,30298,8546
303,394792,29865,4473
219,664507,35858,10411
385,418910,11093,430
175,275187,21124,410
436,530647,52876,9500
548,432625,6705,6299
46,865949,35409,3800
218,961373,89887,7212
101,138248,1439,1090
225,687200,19516,9357
200,518053,46226,3567
80,10066,711,12
117,112135,2595,1454
52,831876,82468,3174
523,3520,79,60
291,162019,9549,2823
145,658246,59742,6184
134,91204,1432,484
269,845477,32349,11284
60,605268,19260,1254
371,99380,7458,1020
78,585228,20375,9772
164,119883,8888,2164
318,37969,1551,653
421,927610,87721,5688
349,904545,55902,2767
233,728971,32103,4510
382,744087,57603,8041
60,482046,20334,4924
221,131092,11065,1610
218,982681,49737,6494
501,917561,49756,14944
12,936281,80255,5872
106,60581,1228,1077
88,853290,42764,16008
497,738408,63925,8153
520,368643,8469,4272
462,280241,5411,1907
257,930669,31032,15309
260,619740,30961,6023
345,1416,107,20
155,273761,14838,1584
417,628520,34917,1248
388,504534,12662,1552
214,286708,28581,3015
591,395224,34096,5981
24,691307,53160,11582
551,875533,17334,8372
171,919583,83051,17257
426,973910,16365,17289
317,515817,17583,9762
194,535952,38720,1336
502,907442,80994,12625
444,674299,23613,2373
489,85241,992,1613
282,102652,3812,239
202,351544,12703,662
191,153505,9067,2845
328,35672,389,356
206,817815,60255,9152
243,795044,63618,9861
130,542630,21883,8794
264,127674,12054,2182
75,921540,27365,6530
513,261845,14948,5182
119,250576,10003,1691
331,967666,46246,19094
265,573195,31452,5498
509,785413,46213,11732
373,525375,48841,4713
126,552910,28887,2504
145,684492,67550,8117
281,552661,15442,10945
460,148679,10607,2205
533,36576,2658,595
354,72456,1838,452
340,918698,28924,2217
293,544627,8382,7448
393,120126,10727,2286
451,310994,25848,2370
232,276483,18649,4523
585,715820,57353,13767
268,43230,3714,476
132,744327,43995,14071
564,305274,20627,1489
521,128265,10210,485
297,580620,41456,6078
439,283183,10092,3940
346,133094,6541,1420
462,839765,29893,5528
436,893420,62469,11708
235,851198,10732,16877
362,59889,815,418
377,607712,26775,5921
364,238317,5400,661
175,190013,13621,962
161,580520,41256,870
122,804941,41033,15019
129,721773,12413,12053
39,452583,38025,1037
122,277232,23232,2629
162,763807,54360,6483
80,465818,37778,8144
547,981989,69196,15709
438,90550,2840,1810
194,835588,77024,15379
431,189107,13193,3472
403,625972,48654,2295
429,304692,24644,1576
395,937343,22914,13865
590,99174,9366,376
521,196400,2763,319
419,95719,3175,1283
268,922385,70617,3152
176,295485,16114,4938
70,730174,69988,6035
452,152118,11728,1128
562,172748,13261,1429
375,1182,24,19
237,400693,27149,4957
464,292627,14421,4874
534,422158,4909,1261
380,96807,5501,1662
570,609126,46047,2568
419,195607,8558,3233
188,633901,50885,1749
530,519776,22579,811
565,26068,1220,423
455,868959,56878,14631
73,990806,23166,12775
110,241552,6568,826
162,51600,5079,292
590,813919,70023,11698
346,481293,16036,5734
289,72539,870,1014
417,921700,19816,12358
148,827630,75352,7786
503,439805,9270,6543
152,694502,30506,12711
126,914851,73376,15395
584,345700,30854,4143
356,871727,49944,16761
270,658661,10911,4123
597,916547,53952,14803
250,942054,34165,10729
185,71640,3176,756
416,108060,2685,2077
537,889292,57915,11906
558,771988,66264,7538
312,155412,14051,1703
458,325338,8257,2805
560,433059,30547,4618
77,352694,19574,3764
495,685452,15554,3499
54,312382,13601,4318
220,497265,24906,4284
518,966827,73272,17758
553,368808,4559,5279
168,796007,50802,15110
525,158602,12455,1146
471,495932,7339,1209
504,85715,7856,828
393,578178,10384,9885
480,756047,55661,3478
104,463102,15773,2065
405,888567,59717,9921
539,870281,20228,5041
560,839826,70920,14059
194,284429,13785,4519
241,603248,33561,1947
139,878369,62530,15650
481,85879,4105,1015
553,185815,8561,1430
167,995915,41254,5562
18,304993,19685,1661
257,881497,64825,12149
507,651766,7985,11945
74,16573,974,173
544,633056,28580,11509
546,710668,32013,7760
515,120584,4520,429
308,598931,11779,7200
411,319428,11985,1527
204,349455,5367,5276
122,392644,30828,6739
370,874213,78141,3085
399,944277,75616,10765
368,259920,5762,2660
533,132080,7657,2568
279,215986,17539,4220
362,479918,44006,6081
423,172055,5926,203
453,60255,1454,451
79,832284,39875,6035
310,972066,53425,12311
90,744921,63901,12067
266,503039,43866,2914
419,686938,26336,2611
594,366757,33793,1910
380,82704,2238,1258
290,933896,93117,7541
475,813825,53738,8798
148,211918,12644,950
35,437844,15804,5457
524,696503,23055,3961
307,498964,43428,3640
25,270996,21952,4198
32,315696,18138,4506
380,496284,33056,1609
159,118732,11137,552
461,479088,33352,3900
118,904164,67065,11090
85,948102,54004,17853
132,619366,6394,6813
160,675562,42502,6931
272,866150,69351,9162
295,23524,1792,184
520,110775,4330,1332
305,642122,11183,10433
36,259173,10360,4544
446,831700,63333,9767
35,743148,61977,14429
267,958615,40321,11830
45,896466,64046,11107
437,34989,584,426
373,967459,68715,19168
236,516130,9550,6424
274,272084,15509,944
434,119195,4188,2361
81,966868,89417,15796
51,262801,13258,2271
365,532551,23238,7131
242,592919,9844,11699
426,18900,790,304
507,969872,70711,11998
516,759993,35882,13120
529,611573,33962,2171
168,158364,15741,531
560,832541,82893,10859
124,25092,1020,448
370,800119,36688,5783
277,543444,32079,2913
450,705439,23338,2358
184,362810,30734,5524
251,375281,33422,1887
372,931398,85837,11177
377,386922,4644,2910
353,568828,17103,6857
170,949553,29140,12654
273,130677,7052,2196
287,803564,21513,7568
395,873941,21453,12762
335,63905,5722,174
137,657873,39816,7435
597,279474,13189,1761
538,409095,5396,2358
100,23858,1658,167
565,663568,9825,11770
597,646070,23941,11847
80,629842,34707,11219
276,56016,2135,142
460,742811,38920,2675
111,571053,53267,3036
33,911298,66208,13032
286,124551,6377,1861
112,366174,5877,7248
229,135567,10186,333
375,701575,22256,9147
99,406995,32527,5345
518,141768,3472,1029
176,41616,609,573
32,576206,50025,6230
512,802156,69727,14134
86,424201,21675,6059
239,296166,23589,5827
210,414348,37930,5043
359,257123,3593,1874
297,900255,75433,8010
27,559965,9186,7189
67,713637,41217,4544
470,106493,1374,1917
453,217644,16451,4121
178,167906,6954,2287
29,867884,14424,12724
548,23660,1655,131
239,190706,4346,3488
331,24506,1040,196
546,389669,18509,2983
475,526154,22730,8412
378,257606,25425,1874
514,581675,18282,3169
361,507826,41321,606
165,844946,24258,2674
288,668682,27448,10847
208,650429,22271,9350
259,682650,49936,8943
395,642310,41739,2704
498,56714,5503,176
303,11034,233,39
385,445505,9463,4827
251,722806,53668,2153
146,161486,4395,1764
498,346400,26850,630
214,959004,60604,1602
484,362912,10729,3139
172,768857,14981,13925
468,175848,8621,1042
285,181954,10245,883
463,430440,34673,6735
73,129917,11447,2054
431,283180,27948,3378
340,941042,85326,8324
445,404693,10200,3985
58,2019,37,22
574,309191,9579,1835
529,533803,12560,10154
521,342506,16826,1938
174,161201,15411,3095
528,857511,33434,15553
385,996257,28967,14659
589,864469,54937,16800
270,962019,87057,6572
90,378028,29475,2524
202,423094,19783,3353
467,524090,34406,7377
12,754999,22204,6136
365,120135,7111,1775
27,456710,38010,5239
520,892453,12727,5775
569,184386,14408,2470
170,859129,82915,4246
383,791977,65363,2721
38,530083,15255,9825
115,965062,62448,18758
172,513744,10987,6821
442,238178,6996,2664
183,737779,19378,10462
93,937400,23966,10241
142,384425,34622,3691
289,684829,59510,2230
473,354589,13973,781
525,876687,86548,7803
271,393049,16866,2346
145,393622,10817,5736
329,50372,4252,680
221,421748,13398,2157
415,931205,14590,17266
448,706282,38987,1753
435,307733,24905,2121
452,793580,41768,7697
152,660066,29244,5402
435,605366,43223,4417
400,443000,31222,3428
441,112908,7065,1093
8,630481,35309,6726
89,285656,5230,542
322,898238,21342,11902
317,915689,68121,16444
385,210105,4503,2433
194,35668,2363,227
520,618873,23709,6415
100,754647,17269,11799
119,447903,21947,5501
133,434717,17977,1122
430,402676,32243,2941
72,261709,19626,472
230,59453,1337,947
358,600677,19185,8646
184,589743,43307,9579
591,959789,92620,12306
177,687931,68620,12790
459,530126,33406,4734
123,85766,2283,839
211,1707,137,2
464,311957,16391,826
236,764897,34105,9238
446,279473,7237,1861
283,896396,62817,9769
126,746353,27063,14886
69,864397,60751,1218
275,930156,73491,6556
390,454025,27447,8217
430,161960,9768,2942
559,502109,45696,6207
507,289500,4576,4943
414,356926,25795,3526
447,778160,29854,1538
522,921563,50768,5069
386,825394,11621,12042
483,706565,62690,9598
216,464233,36774,1109
57,662265,31664,4000
43,676751,34732,9648
118,114579,6537,311
262,728329,31805,8842
82,290043,22179,4148
391,95157,3526,1322
283,677158,45057,11897
587,21737,1732,92
14,908621,28994,1390
475,377531,15332,2457
286,179659,14554,3521
27,965015,26904,15896
340,591776,53965,3688
277,537325,10435,9678
225,733221,58405,8659
595,347609,33718,5152
475,785708,37451,11311
327,15241,1338,177
524,706268,12873,2492
538,152315,3579,1270
242,333275,13542,4408
388,866863,70225,14351
491,888763,38820,16873
391,662846,57367,4749
567,179082,10569,1762
10,32275,2404,552
569,556487,53559,559
281,61879,3492,746
527,860452,79554,10650
72,577664,26198,8269
165,305392,22829,5225
68,938581,85862,9096
469,797151,60418,1084
139,245359,7063,1259
444,688380,60887,5119
190,632565,40874,11433
368,755136,27599,14786
581,262125,25870,2136
243,940089,74217,4919
411,528983,25487,788
206,600380,29487,2191
386,966107,77924,17791
218,116683,9759,2101
518,211095,12082,3567
104,467701,19486,7881
165,907428,47321,6631
416,432909,28582,6099
374,570617,40856,10268
57,101316,7541,549
462,505633,18639,4546
460,899673,87064,3236
129,469890,43895,1242
32,975047,86224,11555
471,89888,1888,1096
474,755997,27186,9978
326,334739,8389,5802
292,289696,25668,1663
215,573670,38762,3572
282,564340,12453,7959
438,740276,40268,13190
482,185739,15839,2960
556,902442,32631,14549
330,971844,24303,2545
483,953175,23352,15928
126,357205,5098,3861
379,894067,52201,7413
536,441471,32328,2497
433,253956,11060,4361
433,544262,31169,7926
411,318557,13679,4758
411,503547,42171,4119
348,385860,24308,1049
562,901111,81671,16104
563,759061,67993,5563
17,59495,3410,1071
517,293701,22335,2578
204,194120,15428,1876
107,401445,6306,4231
43,637803,60972,11988
30,731029,53937,13931
596,520809,26471,9286
215,934599,45645,12409
421,116994,7104,690
51,264703,17645,3944
77,36151,3068,174
241,267874,17692,3426
103,80764,7149,456
361,796661,62162,11809
210,163048,5631,1340
478,319749,18499,4190
400,659934,19496,7912
262,253090,25079,3953
249,67790,930,245
324,62826,5263,357
339,655508,34047,7879
174,328997,18629,3545
34,769344,33899,10228
163,649407,59870,1978
541,310825,13154,1740
116,368221,18152,710
199,685621,53481,8656
149,855712,26822,12836
581,689603,29408,1613
226,168150,11316,2425
340,518780,32989,759
153,503675,25584,7251
430,802180,22151,12485
284,132416,6360,2124
464,827467,45603,6683
181,344876,19307,2328
411,343025,28610,4678
121,557168,45174,1515
538,697243,8077,12870
113,644666,17910,4797
594,650160,39375,5018
350,228595,6131,2246
595,712595,49025,11114
551,523618,8236,9616
63,510219,11989,9702
482,202768,17876,230
58,72042,3583,638
557,906730,63300,15805
284,609495,15408,8957
109,821087,50680,8921
57,378072,27616,3857
314,656418,8288,12746
291,65297,1824,190
591,238298,16158,4528
390,770669,61346,11386
524,554800,46524,10730
119,438091,9707,8167
344,870242,48912,12728
241,161398,7748,315
200,896565,21036,6936
433,52144,722,164
416,136443,11379,192
63,819582,18002,7343
358,57453,976,396
138,264350,8165,4237
429,491227,27016,5249
236,26068,2170,177
281,532427,37332,817
97,285184,10723,5208
359,812444,74190,5527
476,140761,2463,333
38,195643,16678,849
188,843082,74122,7990
538,601405,30573,5775
391,49692,3539,56
528,874383,64222,12596
65,506875,10102,1889
90,790789,46093,11095
5,244448,9059,2403
33,450808,10475,533
35,255723,7002,3397
428,760495,12195,9379
437,825848,80707,6869
466,776896,73168,2957
168,44258,3426,802
186,983782,57216,19538
461,131558,5269,286
68,305625,13170,5995
99,44320,2534,575
73,191112,6346,994
391,132948,4599,2101
424,603632,60172,8510
334,301849,21335,5233
476,975669,17768,15006
234,816715,44161,4775
289,455335,17708,3187
529,648513,31321,10812
206,365963,27811,5267
360,872355,12493,14427
239,91357,5602,475
147,452934,29541,2292
269,817025,44913,13134
441,3989,86,33
213,800422,30558,15034
448,998538,60909,1479
49,905528,10765,16303
188,923243,26183,16978
482,285301,6140,4272
503,494875,35377,1227
148,15429,1408,172
515,519926,13088,8357
335,528842,12112,6807
47,668143,24888,1151
283,213016,19730,2140
445,567556,6490,6904
327,344964,13128,883
24,770645,7709,2411
555,241951,7703,4295
318,942402,62436,8811
221,606448,24475,8726
360,649922,20489,5425
478,61952,3021,707
145,406222,15785,7952
279,265608,7388,5055
115,761043,68535,3555
542,469145,14284,7184
233,858647,13943,4716
197,106859,9288,629
266,534635,26164,7500
23,500020,31066,1731
399,442767,16139,1583
28,887787,87842,7546
409,203045,2104,3113
450,526848,42809,6603
131,652792,15427,5818
586,746748,22361,1889
59,348153,34545,4499
564,768478,76645,2381
82,585728,17608,4542
128,748709,47908,11512
103,235118,11534,3059
354,709741,64891,13761
64,974484,24534,2467
11,780799,66870,12959
211,855642,10321,10596
219,982307,52071,14254
568,321320,3636,4192
598,400475,31912,7428
289,942078,37047,4625
62,434548,43197,5068
28,101065,4676,1769
490,835589,58702,13487
150,806280,42045,7075
424,374594,4886,4071
104,173385,11239,2477
234,415119,22443,7092
553,231889,14688,4044
72,663262,20593,9719
217,408549,32799,7213
257,738484,52393,8196
257,674655,18150,12420
309,928771,87066,2618
195,14651,1217,219
188,181944,17778,3391
263,277269,22072,3590
138,203306,10037,4007
232,8639,778,125
250,937402,78341,4114
25,89247,8062,1020
491,849835,67208,15701
263,290428,24681,3155
120,985043,77821,19357
293,909322,17997,1098
339,943069,81822,6159
46,31253,1862,484
285,738460,46559,4983
539,173174,10105,1841
72,221846,18159,2499
319,54406,4058,371
306,262151,10281,3562
235,36634,1267,165
360,64973,4942,158
555,800767,34010,1405
391,470515,13389,5233
409,764402,42605,12900
287,489938,28491,3939
316,817016,62137,1121
341,276563,12895,3036
561,640180,22006,12188
152,506031,34419,5920
585,290142,9458,2521
224,343882,22990,6363
510,716731,52665,3330
554,590382,32512,11099
77,83423,973,686
484,726226,52946,13869
79,139869,10598,583
433,567144,25496,1936
234,935280,60753,5195
557,472799,47148,4049
78,2731,190,49
431,920610,85859,17332
231,106471,9786,1957
168,879527,38728,16830
472,607299,13556,7792
565,980510,30293,12115
306,95249,6240,861
127,426195,31854,4649
421,690388,51595,5278
322,404464,9989,4181
81,399705,15898,7941
413,810875,56740,7304
8,724894,66208,12878
508,666583,56172,2815
235,476757,40679,1443
53,616113,37318,5038
467,611382,18456,832
280,778910,11641,3745
275,530513,23977,9635
230,305968,5880,1357
354,793394,11372,12297
20,740699,13545,11178
92,339849,31865,6042
563,376494,13420,3013
491,300589,27814,5386
120,618314,46969,11864
313,141348,12777,2102
498,443272,11077,3952
439,640460,11445,3366
153,695369,14311,11738
428,397630,25165,4404
245,700166,18895,13164
593,236094,3037,2063
124,338823,25833,5104
208,654080,46244,2066
212,304244,6772,5082
524,528758,18544,2767
102,753802,58134,8597
9,274544,11346,3062
151,794081,38865,4416
525,9859,449,136
170,413246,30315,7541
592,37670,2889,389
160,476115,39059,7417
437,895877,65550,2295
187,680147,52403,1248
229,208360,20732,3310
598,664499,62767,4198
25,610541,60690,10127
265,331436,30767,1709
525,693568,54033,12251
367,424120,23750,3326
45,19759,1571,238
12,497437,6439,685
138,211393,7767,1773
454,135853,7350,1135
520,148708,3645,395
594,153620,10857,2489
297,854051,58884,16644
256,958267,67440,10051
379,866703,46978,3618
273,529750,15399,10388
536,973748,14929,5667
44,860130,15453,11292
259,900854,65873,2721
200,156459,1656,180
312,410192,7864,7414
526,56252,3752,1023
9,237325,4450,2844
351,241301,9150,1115
367,435743,6065,3493
158,353035,29123,3537
337,209339,17892,2467
191,375681,12861,479
505,869503,60043,15384
213,787171,77286,10911
43,780296,42991,12446
63,677848,15785,9192
257,456666,16026,8907
541,330757,27066,795
435,122637,10171,2150
110,312230,18444,2598
319,466092,21699,7964
59,555309,37138,1501
449,422857,6336,4379
268,654473,8880,5233
165,3615,113,30
596,385427,5259,793
80,352286,20233,1166
572,990950,46208,14749
321,283905,18841,4192
126,351779,24890,5548
171,290418,26822,5749
18,254368,12563,647
229,985693,35875,4307
532,421726,42026,4489
551,560185,50990,7404
587,631333,61387,11951
364,650760,30795,12806
175,523236,9272,10230
390,802633,24841,6070
43,654074,29624,8910
311,711876,7335,8779
396,321927,26650,4175
268,272304,4998,1019
137,226492,11590,1985
126,763377,42352,2740
469,930744,24281,17978
260,787059,24744,10419
95,437638,13599,5860
240,322061,21899,1394
451,591163,25148,8812
458,229702,9916,1409
472,150448,14579,2761
345,941750,25578,18569
75,17315,444,96
83,129874,8340,2324
436,412256,4397,884
74,560915,23940,3843
291,656678,64801,659
598,435536,42734,647
509,663499,18164,5656
428,551714,8005,5086
325,903994,49663,12568
524,451282,41555,2186
270,300746,4751,4603
456,14668,1430,81
445,925707,34144,7710
299,446149,35569,4673
569,995907,98237,18538
264,141395,1993,2810
595,223159,20330,1062
353,65174,4659,452
419,562445,11411,4784
535,345841,9318,3551
329,488388,29224,6996
161,625738,57825,5719
582,43302,2996,734
94,270740,17766,3681
43,611099,60361,11534
10,571086,22303,635
316,244597,3154,2456
86,130178,8711,443
565,50048,3010,954
80,787401,30567,3057
594,510046,49672,2816
577,788795,11696,1150
226,167948,8751,2246
413,714266,35562,8722
177,659930,51268,1052
158,792836,16663,10485
115,591858,43072,7523
64,22625,494,161
141,917864,67136,13141
425,416640,10573,3367
563,765032,70596,10390
472,835724,27888,8569
293,844032,13388,8952
489,676169,64063,8040
191,824453,39000,7089
540,225197,5465,3270
501,74542,1988,827
281,347886,8689,5769
22,346328,34344,4751
344,8482,163,23
497,682737,44391,9977
133,938547,15373,16086
525,670150,60322,9169
510,940047,75638,2620
437,622719,25682,7394
503,12542,256,127
47,374355,31589,1132
129,918551,9676,13858
555,840371,60664,15282
151,148179,7286,2369
87,541565,21070,636
249,938738,13132,14425
471,976402,32307,3283
226,107371,1269,843
20,389038,20549,4308
13,525500,49080,9595
214,237726,3350,3118
157,974993,94005,13769
459,103633,2722,1684
109,922631,36755,15328
144,632437,8699,9458
83,844545,74252,2967
574,833821,34618,15443
338,561048,41625,2496
162,415021,34580,5170
406,194994,5463,3323
340,867264,48308,16833
303,376026,35241,4915
448,829127,11294,9147
81,590011,54429,6933
31,319640,19484,3142
381,623856,36472,5789
82,336083,31671,3540
77,163579,7660,2521
289,971672,53795,16022
473,453516,41547,6254
548,658525,44784,12004
401,309281,7221,3519
592,630275,35917,1370
384,336664,4199,3307
438,930607,10724,15893
457,692849,11275,5087
72,158452,4566,840
166,996487,79936,3618
100,504493,22849,7152
333,695863,33579,7413
63,568386,55240,10170
371,542136,11186,7428
531,718625,25249,11743
524,404268,37070,6641
185,167696,7930,490
133,248390,20660,746
29,126845,11159,783
500,668401,54155,11070
222,345812,23073,3123
149,116025,10919,1307
29,244142,13868,2497
521,938118,64063,1560
494,736022,31397,10240
584,935126,13641,3404
38,834854,73524,4008
225,642597,61274,5817
465,20295,1829,337
584,780326,72577,6117
108,730520,17595,3075
298,328861,27224,3783
359,773231,22852,5138
519,161786,5265,1232
484,964223,25318,1553
73,593769,30032,8664
517,953254,86926,6136
9,327626,9056,2906
23,566353,19237,9700
587,9487,675,74
476,182259,5613,1382
147,890826,51837,3484
52,545355,44549,4137
544,810863,78812,6726
440,858568,73753,12768
338,443829,9777,3866
315,682661,58968,4525
167,537817,21993,4975
476,134611,9244,277
578,718576,31207,12340
76,807919,72183,13845
272,285254,12466,4136
178,128668,7857,1697
137,936870,20511,16151
153,554155,37891,5801
132,89167,2605,1226
255,167064,11503,2189
255,401619,25463,1741
68,797247,23035,13216
463,6663,531,58
191,127938,8280,1855
